CODUSU;TRIM;ANO4;AGLOMERADO;NRO_HOGAR;PROVINCIA;ITF;IPCF;REALIZADA;PONDIH;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V3;V4;V6;V7;V8;V9;V10;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;PONDERA;V2_01;V21_01;V22_01;V2_02;V21_02;V22_02;V2_03;V21_03;V22_03;V5_01;V5_02;V5_03;V11_01;V11_02
TQRMNOPXTHLNKMCDEIIAD00887048;3;2025;32;1;2;0;0;1;0;6;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;;6;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;96;0;0;0;1385;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPYSHLNKMCDEIIAD00884122;3;2025;32;1;2;2550000;850000;1;3308;2;2;2;0;1;1;2;2;0;2;0;5;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;1439;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSTVHLNKMCDEIIAD00887282;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1197;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSTWHLNKMCDEIIAD00883776;3;2025;32;1;2;1125000;1125000;1;1649;5;1;2;0;2;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1015;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOSTXHLNKMCDEIIAD00889647;3;2025;32;1;2;1005000;1005000;1;1049;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1015;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQUXHJNKNCDEIIAD00865605;3;2025;32;1;2;4000000;4000000;1;3900;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;96;0;0;0;2204;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQVPHJNKNCDEIIAD00861810;3;2025;32;1;2;2370000;2370000;1;3035;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;96;0;1;0;0;0;1869;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPYYHKNKMCDEIIAD00868718;3;2025;32;1;2;2000000;1000000;1;5893;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;2759;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSSYHJOKOCDEIIAD00863566;3;2025;32;1;2;1300000;1300000;1;1584;3;1;2;0;1;2;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1654;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPVRHMLKMCDEIIAD00887993;3;2025;32;1;2;1250000;312500;1;2828;3;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;3367;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPVUHMLKMCDEIIAD00889205;3;2025;32;1;2;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;1201;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQUXHMLKMCDEIIAD00887994;3;2025;32;1;2;10500000;5250000;1;1865;3;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1078;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORXYHMLKMCDEIIAD00888556;3;2025;32;1;2;3020000;755000;1;3117;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;3;4;0;1199;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQVSHJMKPCDEIIAD00866693;3;2025;32;1;2;1500000;1500000;1;2418;2;1;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1783;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQVUHJMKPCDEIIAD00864908;3;2025;32;2;2;2170000;723333.33;1;6345;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;3941;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTYSHJMKPCDEIIAD00866036;3;2025;32;1;2;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2193;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTYUHJMKPCDEIIAD00868091;3;2025;32;1;2;1850000;925000;1;2176;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;4;98;0;0;0;2193;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPXSHLMKNCDEIIAD00889863;3;2025;32;1;2;800000;800000;1;1904;1;1;2;0;1;2;2;2;0;2;0;3;;4;electricidad;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1708;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPYVHLMKNCDEIIAD00889228;3;2025;32;1;2;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;3;;4;electricidad;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2782;2;2;2;1;1;1;2;2;2;2;2;2;2;2
TQRMNOPXXHLMKOCDEIIAD00889325;3;2025;32;1;2;70000;70000;1;2077;2;1;2;0;1;2;2;2;0;2;0;2;;4;electricidad;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1504;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPYPHLMKOCDEIIAD00889864;3;2025;32;1;2;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;3;;4;elecricidad;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1504;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSTXHLMKOCDEIIAD00887164;3;2025;32;1;2;1500000;1500000;1;2263;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2029;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPTXHLLKPCDEIIAD00883713;3;2025;32;1;2;3850000;1925000;1;4390;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;1;2;2;1;2;98;0;0;0;1906;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPTYHLLKPCDEIIAD00886139;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2223;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPUPHLLKPCDEIIAD00886140;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2;;3;1;;9;1;1;1;;1;1;1;1;1;2;2;1;0;2;3;0;0;2316;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPUQHLLKPCDEIIAD00884494;3;2025;32;1;2;680000;680000;1;5560;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;;3;1;;9;1;1;1;;1;1;1;1;1;2;2;1;0;98;0;0;0;3478;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQXQHLLKPCDEIIAD00890279;3;2025;32;1;2;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1906;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQXRHLLKPCDEIIAD00888046;3;2025;32;1;2;1800000;900000;1;3484;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;1906;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORQTHLLKPCDEIIAD00889624;3;2025;32;1;2;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;5;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;1397;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORQUHLLKPCDEIIAD00884869;3;2025;32;1;2;4650000;1550000;1;3995;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2;;2;1;;9;1;1;1;;1;1;1;1;1;2;2;1;2;98;0;0;0;2088;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSRTHKOKOCDEIIAD00875307;3;2025;32;1;2;500000;500000;1;1267;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1131;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSRVHKOKOCDEIIAD00869986;3;2025;32;1;2;2900000;2900000;1;1141;3;1;1;1;1;2;2;2;0;2;0;1;;4;ELECTRICO;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;959;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPPRHMOKNCDEIIAD00890055;3;2025;32;1;2;780000;390000;1;2192;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;1401;1;2;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQXWHMOKNCDEIIAD00889676;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;3901;0;2;2;0;2;2;0;2;2;1;2;2;2;1
TQRMNORPQHMOKNCDEIIAD00889673;3;2025;32;1;2;990000;495000;1;2192;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1401;1;2;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOSXYHMOKNCDEIIAD00889199;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;3;0;0;0;1377;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPPRHJKKQCDEIIAD00863567;3;2025;32;1;2;0;0;1;0;2;2;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;2;3;0;0;1723;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPPTHJKKQCDEIIAD00888601;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;1093;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQSSHLKKQCDEIIAD00889677;3;2025;32;1;2;1300000;1300000;1;1258;1;1;2;0;1;2;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1090;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNORWPHLKKQCDEIIAD00883855;3;2025;32;1;2;3075000;768750;1;4926;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;3;0;0;0;2799;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSXXHJOKRCDEIIAD00864926;3;2025;32;1;2;1285000;1285000;1;880;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1042;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOXRYHJOKRCDEIIAD00866333;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;96;0;0;0;655;2;2;2;1;2;2;2;2;2;2;2;2;2;2
TQRMNOXSPHJOKRCDEIIAD00888113;3;2025;32;1;2;0;0;1;0;5;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;3;0;3;2;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;96;0;0;0;928;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORTXHJNKSCDEIIAD00864928;3;2025;32;1;2;0;0;1;0;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;96;0;0;0;3355;1;1;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPWYHMNKOCDEIIAD00890211;3;2025;32;1;2;0;0;1;0;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;5430;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOSWYHMNKOCDEIIAD00888095;3;2025;32;1;2;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;1;2;2;2;1;1;1;2;1;1;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;3470;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSXPHMNKOCDEIIAD00888602;3;2025;32;1;2;3000000;3000000;1;3428;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;4100;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSXQHMNKOCDEIIAD00891807;3;2025;32;1;2;900000;900000;1;3428;2;1;2;0;1;2;2;2;0;2;0;3;;4;electricidad;1;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;4100;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQTWHMMKPCDEIIAD00890261;3;2025;32;1;2;0;0;1;0;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;96;0;0;0;3505;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQVUHMMKPCDEIIAD00891845;3;2025;32;1;2;2550000;1275000;1;2938;2;2;2;0;1;2;2;2;0;2;0;5;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;1404;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTQXHMMKPCDEIIAD00887640;3;2025;32;1;2;1200000;400000;1;4304;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;2420;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORQSHMNKQCDEIIAD00888114;3;2025;32;1;2;3100000;1550000;1;7971;3;1;2;0;2;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;96;0;0;0;4121;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOTSXHMNKQCDEIIAD00891846;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;2924;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOTTPHMNKQCDEIIAD00887641;3;2025;32;1;2;700000;700000;1;8159;3;1;2;0;1;2;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;6748;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOTTQHMNKQCDEIIAD00891965;3;2025;32;1;2;1680000;840000;1;7522;2;2;2;0;1;2;2;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;3698;2;2;2;2;2;2;1;2;2;2;2;2;2;2
TQRMNOTYXHLNKSCDEIIAD00888352;3;2025;32;1;2;0;0;1;0;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;96;0;1;0;0;0;6920;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTYYHLNKSCDEIIAD00884390;3;2025;32;1;2;1770000;885000;1;10627;3;1;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;5495;1;2;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOVQPHLNKSCDEIIAD00886586;3;2025;32;1;2;0;0;1;0;1;1;2;0;2;2;2;0;0;0;0;2;;2;;3;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;4261;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPVPHLNKTCDEIIAD00885654;3;2025;32;1;2;1650000;825000;1;8351;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;3514;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPWYHLNKTCDEIIAD00884909;3;2025;32;1;2;2000000;2000000;1;3807;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;3303;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSTRHLNKTCDEIIAD00884391;3;2025;32;1;2;125000;125000;1;3494;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2448;0;2;2;0;2;2;0;2;2;2;1;2;2;2
TQRMNOPQPHLNLLCDEIIAD00889931;3;2025;32;1;2;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;431;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPQQHLNLLCDEIIAD00883852;3;2025;32;1;2;0;0;1;0;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;0;2;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;388;1;2;2;1;1;2;2;2;2;2;2;2;2;2
TQRMNORPVHKMKQCDEIIAD00888187;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;2473;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOUPYHKMKQCDEIIAD00871670;3;2025;32;1;2;890000;445000;1;3841;1;1;2;0;2;2;2;0;0;0;0;5;;1;;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;1952;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPWPHMLKSCDEIIAD00887656;3;2025;32;1;2;750000;750000;1;1853;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1654;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPWQHMLKSCDEIIAD00887763;3;2025;32;1;2;2080000;1040000;1;2776;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1284;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPWRHMLKSCDEIIAD00889525;3;2025;32;1;2;800000;800000;1;2796;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1654;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORWTHMLKSCDEIIAD00888029;3;2025;32;1;2;1900000;475000;1;6642;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;4;1;3;1;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;4257;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORWUHMLKSCDEIIAD00890262;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1797;0;2;2;0;2;2;0;2;2;2;2;2;2;2
