CODUSU;TRIM;ANO4;AGLOMERADO;NRO_HOGAR;PROVINCIA;ITF;IPCF;REALIZADA;PONDIH;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V3;V4;V6;V7;V8;V9;V10;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;PONDERA;V2_01;V21_01;V22_01;V2_02;V21_02;V22_02;V2_03;V21_03;V22_03;V5_01;V5_02;V5_03;V11_01;V11_02
TQRMNOSUXHJLKSCDELGID00876775;3;2025;60;1;82;1025000;1025000;1;1178;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;964;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPPWHJKKOCDELGID00877293;3;2025;60;1;82;404723;134907.67;1;1594;4;3;2;0;1;1;2;2;0;2;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;3;0;3;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;1048;1;2;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPPYHJKKOCDELGID00874893;3;2025;60;1;82;260000;86666.67;1;4126;2;1;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;2;1;1;;2;1;;4;2;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;3367;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOPQPHJKKOCDELGID00876983;3;2025;60;1;82;252000;126000;1;1873;3;2;2;0;1;1;1;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;2;;4;1;1;2;;1;1;1;2;2;2;2;1;0;2;0;0;0;1466;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPQQHJKKOCDELGID00877124;3;2025;60;1;82;1245000;622500;1;1612;2;1;2;0;1;2;1;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;4;1;1;2;;1;1;1;2;2;2;2;2;0;98;0;0;0;1223;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQPXHJKKOCDELGID00873428;3;2025;60;1;82;200000;100000;1;4044;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;2;2;2;2;2;1;2;2;2;1;1;1;2;1;1;2;2;2;2;1;1;1;;2;1;;1;2;1;2;;1;2;2;3;2;2;2;1;0;98;0;0;0;3529;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQPYHJKKOCDELGID00873521;3;2025;60;1;82;1900000;633333.33;1;2600;4;3;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;3;0;1;2;0;0;1425;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPYTHJLKTCDELGID00876586;3;2025;60;1;82;879000;439500;1;2195;4;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;1677;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNOPYUHJLKTCDELGID00876272;3;2025;60;1;82;380000;380000;1;1408;4;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1619;1;2;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNORUVHJLKTCDELGID00876656;3;2025;60;1;82;758000;379000;1;2078;4;2;2;0;1;2;1;2;0;2;0;2;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;2;;4;2;1;1;;1;1;1;1;2;2;2;2;0;2;0;0;0;1677;1;2;1;2;2;2;1;2;1;2;2;2;2;2
TQRMNORUWHJLKTCDELGID00876884;3;2025;60;1;82;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;3146;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORUXHJLKTCDELGID00876664;3;2025;60;1;82;730000;182500;1;3731;3;3;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;2939;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNORUYHJLKTCDELGID00875946;3;2025;60;1;82;730000;121666.67;1;4487;3;3;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;6;1;5;1;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;1;0;6;0;0;0;2404;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNORVPHJLKTCDELGID00876303;3;2025;60;3;82;630000;210000;1;4137;1;1;2;0;1;1;1;2;0;2;0;9;HIJO DEL PROPIETARIO;2;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;1;;6;2;;4;2;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;2870;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNORVPHJLKTCDELGID00876303;3;2025;60;4;82;0;0;1;0;1;1;2;0;1;1;1;2;0;2;0;9;HIJA DE PROPIETARIO;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;6;2;;4;2;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;4595;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNORVPHJLKTCDELGID00876303;3;2025;60;2;82;320000;80000;1;5771;1;1;2;0;1;1;1;2;0;2;0;6;;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;;6;2;;4;2;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;4814;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNORVPHJLKTCDELGID00876303;3;2025;60;1;82;979000;326333.33;1;2842;2;1;2;0;1;1;1;2;0;2;0;1;;2;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;6;2;;4;2;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;2081;2;2;2;2;2;2;1;2;1;2;2;2;2;2
TQRMNOPWSHKMLLCDELGID00871593;3;2025;60;2;82;0;0;1;0;3;1;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;806;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPWTHKMLLCDELGID00876584;3;2025;60;1;82;1100000;550000;1;1126;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;806;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPWVHKMLLCDELGID00871594;3;2025;60;1;82;1100000;550000;1;599;2;2;2;0;1;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;388;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPWWHKMLLCDELGID00871950;3;2025;60;1;82;0;0;1;0;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;3;0;0;0;287;0;2;2;0;2;2;0;2;2;2;2;2;1;2
TQRMNOQXWHKMLLCDELGID00871609;3;2025;60;1;82;0;0;1;0;5;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;97;0;0;0;238;1;1;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQXXHKMLLCDELGID00874542;3;2025;60;1;82;0;0;1;0;3;2;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;5;0;5;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;371;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQXYHKMLLCDELGID00871951;3;2025;60;1;82;1079294;269823.5;1;477;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;307;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNORTPHKMLLCDELGID00871666;3;2025;60;1;82;379294;379294;1;330;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;323;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNORTQHKMLLCDELGID00871952;3;2025;60;1;82;800000;800000;1;284;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;230;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQQUHKLLMCDELGID00871650;3;2025;60;1;82;1200000;1200000;1;3086;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2762;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQQVHKLLMCDELGID00871854;3;2025;60;1;82;1265000;632500;1;2017;5;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;1975;1;1;2;1;1;1;2;2;2;2;2;2;2;2
TQRMNOQQXHKLLMCDELGID00871651;3;2025;60;1;82;17040000;8520000;1;1550;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;1;1;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;1660;2;2;2;1;1;1;2;2;2;2;2;2;2;2
TQRMNORWYHKLLMCDELGID00871862;3;2025;60;1;82;2000000;2000000;1;2207;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1907;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORXQHKLLMCDELGID00874742;3;2025;60;1;82;1950000;975000;1;3930;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2305;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORXRHKLLMCDELGID00874232;3;2025;60;1;82;3600000;1200000;1;5143;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;3331;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORXSHKLLMCDELGID00871652;3;2025;60;1;82;880000;880000;1;1658;4;2;1;1;1;1;1;2;0;2;0;1;;1;;1;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;0;1;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1907;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQQWHJLKMCDELGID00878171;3;2025;60;1;82;1880000;470000;1;3493;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;4;1;3;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;96;0;0;0;2860;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQRYHJLKMCDELGID00873938;3;2025;60;1;82;0;0;1;0;4;2;1;1;1;2;1;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;3;0;0;0;1740;1;2;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNORWSHJLKMCDELGID00873106;3;2025;60;1;82;710000;710000;1;3197;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1921;1;2;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNORWUHJLKMCDELGID00878149;3;2025;60;1;82;800000;800000;1;2065;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1369;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORWVHJLKMCDELGID00877019;3;2025;60;1;82;366000;366000;1;1067;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;97;0;98;0;0;0;1044;1;2;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNORWWHJLKMCDELGID00873108;3;2025;60;1;82;0;0;1;0;7;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;0;2;1;;7;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;96;0;0;0;1044;1;2;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPUTHJLKOCDELGID00877064;3;2025;60;1;82;0;0;1;0;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;2;1;;5;1;1;2;;1;1;1;1;2;2;2;1;0;98;0;0;0;2176;2;2;2;1;1;1;1;1;1;2;2;2;2;2
TQRMNOPUUHJLKOCDELGID00874554;3;2025;60;1;82;2189000;437800;1;6584;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;5;1;4;1;;4;1;;5;1;1;2;;1;1;1;1;2;2;2;1;0;3;0;0;0;3753;1;1;2;1;1;1;2;2;2;1;2;2;2;2
TQRMNOPUVHJLKOCDELGID00877933;3;2025;60;1;82;0;0;1;0;3;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;5;2;3;1;;3;1;;5;1;1;2;;1;1;1;1;2;2;2;2;0;97;0;0;0;4952;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPUWHJLKOCDELGID00874310;3;2025;60;1;82;0;0;1;0;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;;3;1;;5;1;1;2;;1;1;1;1;2;2;2;2;0;1;0;0;0;2397;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQYUHJLKOCDELGID00873671;3;2025;60;1;82;35000;8750;1;3492;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;2;1;;1;2;1;2;;1;1;2;2;2;2;2;1;0;98;0;0;0;3300;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQYVHJLKOCDELGID00877860;3;2025;60;1;82;509844;254922;1;2562;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;2;1;;1;2;1;2;;1;1;1;1;2;2;2;1;0;98;0;0;0;1958;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOQYWHJLKOCDELGID00877711;3;2025;60;1;82;0;0;1;0;2;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;2;1;;1;1;1;2;;1;1;1;1;2;2;2;1;0;98;0;0;0;2013;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQYXHJLKOCDELGID00874687;3;2025;60;1;82;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;96;0;0;0;1307;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQYYHJLKOCDELGID00878011;3;2025;60;1;82;0;0;1;0;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;1;;3;1;;4;1;1;2;;1;1;1;1;2;2;2;1;2;98;0;0;0;2662;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSVVHJLKOCDELGID00878018;3;2025;60;1;82;0;0;1;0;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;0;1;1;;3;1;;4;1;1;2;;1;1;1;2;2;2;2;1;0;98;0;0;0;2481;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPPRHKLLUCDELGID00867609;3;2025;60;1;82;458000;91600;1;1996;2;1;2;0;1;2;2;2;0;2;0;6;;2;;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;5;3;2;1;;2;1;;4;2;1;2;;1;1;1;2;2;2;2;1;0;98;0;0;0;2533;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOPPSHKLLUCDELGID00871865;3;2025;60;1;82;640000;213333.33;1;4526;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;3;1;;4;2;1;1;;1;1;1;3;2;2;2;1;0;4;0;0;0;4872;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOPPTHKLLUCDELGID00871866;3;2025;60;1;82;400000;400000;1;3099;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;2;;4;2;1;2;;1;2;2;3;2;2;2;1;0;98;0;0;0;2538;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPPVHKLLUCDELGID00871867;3;2025;60;1;82;0;0;1;0;3;1;2;0;1;2;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;4;1;1;2;;1;1;1;2;2;2;2;2;0;97;0;0;0;1815;1;1;1;1;1;1;2;2;2;2;2;2;2;2
TQRMNOQUQHKLLUCDELGID00871868;3;2025;60;1;82;3290000;1096666.67;1;3700;3;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;;3;1;;2;2;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;3060;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOQURHKLLUCDELGID00871869;3;2025;60;2;82;1142000;571000;1;2492;2;1;2;0;1;1;1;2;0;2;0;3;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;1815;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQUTHKLLUCDELGID00877836;3;2025;60;1;82;1500000;750000;1;2642;3;1;2;0;1;1;1;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;2118;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQUUHKLLUCDELGID00871870;3;2025;60;1;82;1560000;780000;1;2199;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;1526;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPPUHKKKRCDELGID00874789;3;2025;60;1;82;1000000;1000000;1;2843;4;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2394;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQUVHKKKRCDELGID00872275;3;2025;60;2;82;630000;630000;1;1690;2;1;2;0;1;1;1;2;0;2;0;3;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1261;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOSRVHKKKRCDELGID00872276;3;2025;60;1;82;829000;414500;1;1637;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1712;1;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNOSSYHKKKRCDELGID00872277;3;2025;60;1;82;320000;320000;1;1917;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;1;0;98;0;0;0;1653;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSURHKKKRCDELGID00876572;3;2025;60;1;82;2200000;733333.33;1;7806;3;2;2;0;1;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;4596;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQQQHKLLNCDELGID00871901;3;2025;60;1;82;2049000;409800;1;465;4;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;362;2;2;2;2;2;2;1;1;1;2;2;2;2;2
TQRMNOQQRHKLLNCDELGID00871902;3;2025;60;1;82;0;0;1;0;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;235;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQQSHKLLNCDELGID00871903;3;2025;60;1;82;1300000;1300000;1;280;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;185;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQQTHKLLNCDELGID00871904;3;2025;60;1;82;750000;750000;1;214;3;1;1;1;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;185;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORXWHKLLNCDELGID00867084;3;2025;60;1;82;0;0;1;0;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;4;0;4;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;96;0;98;0;0;0;240;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORXXHKLLNCDELGID00871906;3;2025;60;1;82;0;0;1;0;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;96;0;98;0;0;0;141;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNORYPHKLLNCDELGID00871914;3;2025;60;1;82;1720500;860250;1;278;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;220;1;1;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOTQXHKLLNCDELGID00871966;3;2025;60;1;82;1295000;647500;1;262;2;2;2;0;1;1;1;2;0;2;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;180;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQVXHJKKNCDELGID00873243;3;2025;60;1;82;1230000;615000;1;1155;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;944;1;2;1;2;2;2;2;2;2;2;2;2;2;2
